label,message,message_length
0,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night,156
1,updatenow mths half price orange line rental minscall mobileupd calloptoutjq,110
1,today offer claim ur worth discount voucher text yes savamob member offer mobile c sub unsub reply x,158
1,auction round highest bid next maximum bid bid send bid e g bid good luck,130
0,looking forward sex cuddling two sleep,71
0,uploaded mine facebook,27
0,sound good keep posted,27
0,check got detailed message,48
0,mine like fr china noisy,42
0,oic better quickly go bathe n settle,52
0,yup,6
1,win urgent mobile number awarded prize guaranteed call land line claim valid hr ppm,146
0,one slice one breadstick lol,40
1,private account statement show unredeemed sim point call identifier code expires,146
1,urgent trying contact last weekend draw show u prize guaranteed call claim code k valid hr p pm,148
0,worry hope photo shoot went well spiffing fun workage,72
0,feel like dick keep sleeping text facebook message sup town,102
1,hear new divorce barbie come ken stuff,78
0,yay better told girl either,59
0,dun believe u thk u told,34
0,im list buyer,30
0,u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospital weak sucker,148
0,plz tell an bslvyl sent via fullonsmscom,58
0,r stayin extra week back next wed rugby weekend hi c u soon,116
0,ok cool see ya,21
0,okay thought expert,38
0,im ok part tomorrow,32
0,havent planning buy later check already lido got show e afternoon u finish work already,107
0,check nuerologist,23
0,whatever im pretty pissed,31
1,sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr,148
0,nope meanwhile talk say make greet,46
0,available im like right around hillsborough amp ltgt th,73
0,long fuckin showr,27
0,sorry ill call later,22
0,sister law hope great month saying hey abiola,76
1,loan purpose homeowner tenant welcome previously refused still help call free text back help,162
0,hey congrats u id luv ive go home,50
1,uve bin awarded play instant cash call claim every th player win min optout,126
0,k jason say he gon na around ill around ltgt,72
0,creep,32
0,hi durban still number,45
0,felt sonot conveying reason ese,63
1,thesmszonecom let send free anonymous masked messagesim sending message theredo see potential abuse,138
0,r home come within min,43
0,k want u come,26
0,looked addie go back monday suck,61
0,nah cant help ive never iphone,50
0,wonder phone battery went dead tell love babe,77
1,credit topped httpwwwbubbletextcom renewal pin tgxxrz,89
0,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx,126
0,think actually talk call bos morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,287
0,dear reach,41
0,awesome plan get time like ltgt ill text detail wee bit,93
0,well general price ltgt oz let know ifwhenhow much want,79
0,hey late im amk need drink tea coffee,61
1,please call customer service representative ampm guaranteed cash prize,137
1,last chance claim ur worth discount voucher today text shop savamob offer mobile c savamob pobox muz sub,152
0,remet alex nichols middle school turn he dealing,71
0,greeting consider excused,42
0,actually nvm got hella cash still ltgt ish,61
0,wan meet n combine part hows da rest da project going,82
0,ok come n pick u engin,33
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate,153
0,told going got drunk,57
0,k k watch film,33
0,nope c,19
0,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi,157
0,valentine game send dis msg ur friend answer r someone really love u ques colour suit bestrply,156
0,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u,147
0,ok need tell anything going sleep good night,66
0,hey elaine today meeting still,40
0,sfine anytime best,38
1,free msg get gnarl barkley crazy ringtone totally free reply go message right,100
0,coming day class,32
0,tell drug dealer getting impatient,45
0,im work please call,24
0,lol im hot air balloon,39
0,current food alone also,41
0,great princess thinking,55
0,check room befor activity,46
0,ill get tomorrow send,42
0,fuck cedar key fuck come anyway tho,50
0,sound like plan cardiff still still cold im sitting radiator,86
1,win newest harry potter order phoenix book reply harry answer question chance first among reader,138
0,sound like many talent would like go dinner date next week,83
0,hey missed tm last night phone charge smile meeting friend shortly,111
0,he gon na worry nothing wont give money use,74
0,go walmart ill stay,34
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sptyrone,125
1,freemsgfeelin kinda lnly hope u like keep company jst got cam moby wan na c pictxt reply date msgp rcv hlp stop,160
0,gon na get rimac access,35
0,im home,9
0,aight let know youre gon na around usf,50
0,hi please get ltgt dollar loan ill pay back mid february pls,96
0,havent mu ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap,134
1,freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end,159
0,table occupied im waiting tree,45
0,wat time u finish ur lect today,32
0,izzit still raining,25
0,uncle boye need movie oh guide plus know torrent particularly legal system slowing gr day plus started co dont meet online honey moon,235
0,tiwary rcbbattle bang kochi,44
0,ssi thinl role like sachinjust standing others hit,67
0,get gandhipuram walk cross cut road right side ltgt street road turn first right,109
0,yeah wheres class,28
0,haha think,22
0,holding,23
0,sorry ill call later,22
0,today im workin free oso gee thgt u workin ur frens shop,82
0,ok set let u noe e detail later,35
0,prabhaim sorydarealyfrm heart im sory,45
0,ups day also shipping company take wks way usps take week get lag may bribe nipost get stuff,179
1,freemsg record indicate may entitled pound accident claim free reply yes msg opt text stop,157
0,awesome lem know whenever youre around,42
0,nope waiting sch daddy,33
0,dawhats plan,26
0,come home dont want u miserable,46
0,sound gd haha wah u yan jiu fast liao,58
0,ill meet library,32
0,,7
0,ft good combination,41
0,omg want scream weighed lost weight woohoo,70
0,wot u thout u gon na call txt bak luv k,54
0,hey anyway,24
0,love isnt decision feeling could decide love life would much simpler le magical,126
0,getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry,120
0,cant pick phone right pls send message,51
0,u gd lor go shopping got stuff u wan watch infernal affair come lar,89
0,honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as go gym,135
0,good good billy mate gone jogging enjoy concert,77
0,dnt wnt tlk wid u,22
0,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp dont worry,126
0,going take bath ill place key window,52
0,sorry ill call later meeting thing related trade please call arul ltgt,89
0,faith make thing possiblehope make thing worklove make thing beautifulmay three christmasmerry christmas,133
0,hi hope ur day good back walk table booked half eight let know ur coming,101
0,im meeting call later,34
0,happen tell truth,33
0,k sent,23
0,hey babe u doin wot u nite love annie x,58
0,waiting e car dat bored wat co wait outside got nothing home stuff watch tv wat,117
0,lol would despite cramp like girl,57
0,pay first lar da stock comin,52
1,valued vodafone customer computer picked win prize collect easy call,134
1,money r lucky winner claim prize text money million give away pptxnormal text rate box wtjy,139
0,funeral home audrey dad,39
0,wot u bitch,25
0,laid airtel line rest,39
0,know result,28
0,lol u come idea,40
0,thats alrite girl u know gail neva wrongtake care sweet dont worryc u ltr hunlove yaxxx,102
0,call u finish come n pick u,43
0,need come home give good lovin,51
0,sorry battery died come im getting gram wheres place,94
0,wa u efficient gee thanx,39
0,sorry ill call later,22
0,work timing,32
0,new year plan,30
0,pansy youve living jungle two year driving worried,101
1,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,118
0,wats dear sleeping ah,33
0,beauty sleep help ur pimple,37
0,sure night menu know noon menu,63
0,message truro hospital ext phone phone side,97
0,excellent wish together right,43
1,urgent mobile awarded bonus caller prize final attempt contact u call,119
0,well imma definitely need restock thanksgiving ill let know im,88
0,right ill make appointment right,48
0,went project centre,24
0,slaaaaave must summon time dont wish come anymore,120
1,urgent nd attempt contact u prize yesterday still awaiting collection claim call aclpm,150
0,im sick im needy want pout stomp foot pout stomp foot want slave want,136
0,goodmorning today late hr back pain,60
0,miss,24
0,hey going quit soon xuhui working till end month,77
0,world famamus,23
1,okmail dear dave final notice collect tenerife holiday cash award call landline tc sae box cwwx ppm,161
0,pick drop carso problem,49
0,go home first lar wait lor put stuff first,68
0,home lei,24
0,remains bro amongst bros,29
1,thanks ringtone order ref number k mobile charged tone arrive please call customer service,156
0,mile smile r made frm letter u know difference smile ur face keep happy even though mile away u keep smiling good nyt,166
0,great attracts brothas,43
0,keep ten r shelf buy two egg,40
0,watch lor saw swatch one thk quite ok ard need nd opinion leh,87
0,call number available appointment ask connect call waheed fathima,100
0,pick rayan macleran,37
0,pity mood soany suggestion,57
1,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires,128
0,u reckon need arrange transport u cant thanks,69
0,pocked,28
0,oh okie lorwe go sat,33
1,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,159
